Updated,154,PO/09/18/1223/0/00154,1223,0,2018-09-05 16:32,375,,981,174,0.75,500,2018-09-06 14:34:15,1,Admin
Created,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,100,,983,988,100,1,2018-09-06 17:48:59,29,Manjula
Updated,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,1500,,983,988,100,15,2018-09-06 17:49:11,29,Manjula
Created,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,1620,,984,989,20,6,2018-09-06 17:49:40,29,Manjula
Created,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,1740,,985,990,120,1,2018-09-06 17:50:00,29,Manjula
Updated,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,1860,,985,990,120,2,2018-09-06 17:50:11,29,Manjula
Created,156,PO/09/18/1773/0/00156,1773,0,2018-09-06 17:47,1860,,985,990,120,2,2018-09-06 17:50:35,29,Manjula
Created,157,PO/09/18/1775/0/00157,1775,0,2018-09-07 10:45,100,,986,889,100,1,2018-09-07 10:45:32,29,Manjula
Created,157,PO/09/18/1775/0/00157,1775,0,2018-09-07 10:45,100,,986,889,100,1,2018-09-07 10:45:44,29,Manjula
Created,157,PO/09/18/1775/0/00157,1775,0,2018-09-07 10:45,100,,986,889,100,1,2018-09-07 10:46:00,29,Manjula
Created,158,PO/09/18/1776/0/00158,1776,0,2018-09-07 11:07,17550,,987,991,5850,3,2018-09-07 11:07:57,29,Manjula
Posted,156,,,,,,,,,,,2018-09-07 15:30:22,13,Subash
Created,159,PO/09/18/1322/0/00159,1322,0,2018-09-07 15:30,27,,988,770,27,1,2018-09-07 15:31:09,29,Manjula
Updated,159,PO/09/18/1322/0/00159,1322,0,2018-09-07 15:30,54,,988,770,27,2,2018-09-07 15:31:22,29,Manjula
Created,159,PO/09/18/1322/0/00159,1322,0,2018-09-07 15:30,54,,988,770,27,2,2018-09-07 15:31:31,29,Manjula
Posted,159,,,,,,,,,,,2018-09-07 16:10:17,13,Subash
Created,160,PO/09/18/1223/0/00160,1223,0,2018-09-07 16:14,110,,989,133,22,5,2018-09-07 16:15:08,29,Manjula
Created,160,PO/09/18/1223/0/00160,1223,0,2018-09-07 16:14,450,,990,139,8.5,40,2018-09-07 16:17:08,29,Manjula
Updated,160,PO/09/18/1223/0/00160,1223,0,2018-09-07 16:14,1220,,990,139,8.5,40,2018-09-07 16:23:38,29,Manjula
Updated,160,PO/09/18/1223/0/00160,1223,0,2018-09-07 16:14,540,,990,139,8.5,40,2018-09-07 16:28:55,29,Manjula
Updated,160,PO/09/18/1223/0/00160,1223,0,2018-09-07 16:14,520,,990,139,8,40,2018-09-07 16:29:07,29,Manjula
Posted,160,,,,,,,,,,,2018-09-07 16:47:15,13,Subash
Posted,146,,,,,,,,,,,2018-09-07 17:01:46,13,Subash
Created,154,PO/09/18/1223/0/00154,1223,0,2018-09-05 16:32,550,,991,178,35,5,2018-09-07 17:06:46,13,Subash
Updated,154,PO/09/18/1223/0/00154,1223,0,2018-09-05 16:32,925,,991,178,35,5,2018-09-07 17:07:04,13,Subash
Created,154,PO/09/18/1223/0/00154,1223,0,2018-09-05 16:32,2125,,992,381,60,20,2018-09-07 17:07:22,13,Subash
Posted,154,,,,,,,,,,,2018-09-07 17:07:30,13,Subash
Updated,153,PO/09/18/1256/0/00153,1256,0,2018-09-05 16:27,40800,,980,320,6800,6,2018-09-08 10:16:24,13,Subash
Posted,153,,,,,,,,,,,2018-09-08 10:17:48,13,Subash
Created,161,PO/09/18/1112/0/00161,1112,0,2018-09-08 10:27,264900,,993,748,264900,1,2018-09-08 10:28:04,29,Manjula
Created,161,PO/09/18/1112/0/00161,1112,0,2018-09-08 10:27,264900,,993,748,264900,1,2018-09-08 10:40:28,13,Subash
Posted,161,,,,,,,,,,,2018-09-08 10:40:32,13,Subash
Created,162,PO/09/18/1575/0/00162,1575,0,2018-09-08 13:28,5100,,994,992,5100,1,2018-09-08 13:29:25,29,Manjula
Created,163,PO/09/18/1636/0/00163,1636,0,2018-09-10 09:34,80,,995,842,80,1,2018-09-10 09:38:08,29,Manjula
Deleted,163,,,,,,,995,,,,2018-09-10 09:41:26,29,Manjula
Created,163,PO/09/18/1636/0/00163,1636,0,2018-09-10 09:34,50,,996,993,50,1,2018-09-10 09:41:53,29,Manjula
Created,163,PO/09/18/1636/0/00163,1636,0,2018-09-10 09:34,50,,996,993,50,1,2018-09-10 09:42:08,29,Manjula
Deleted,157,,,,,,,986,,,,2018-09-10 09:52:52,29,Manjula
Created,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,9500,,997,307,475,20,2018-09-10 10:47:21,29,Manjula
Created,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,9500,,997,307,475,20,2018-09-10 10:47:28,29,Manjula
Updated,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,550,,997,307,550,1,2018-09-10 10:49:37,29,Manjula
Created,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,550,,997,307,550,1,2018-09-10 10:49:47,29,Manjula
Updated,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,11000,,997,307,550,20,2018-09-10 10:50:02,29,Manjula
Created,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,11000,,997,307,550,20,2018-09-10 10:50:17,29,Manjula
Updated,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,12000,,997,307,400,30,2018-09-10 11:22:14,29,Manjula
Deleted,164,,,,,,,997,,,,2018-09-10 14:24:15,29,Manjula
Created,164,PO/09/18/1256/0/00164,1256,0,2018-09-10 10:46,12000,,998,652,400,30,2018-09-10 14:24:59,29,Manjula
Created,165,PO/09/18/1355/0/00165,1355,0,2018-09-10 14:47,3600,,999,172,1.8,2000,2018-09-10 14:48:31,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,13725,,1000,159,45,305,2018-09-10 15:08:43,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,15225,,1001,174,0.75,2000,2018-09-10 15:09:22,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,31225,,1002,242,1600,10,2018-09-10 15:10:07,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,31645,,1003,681,35,12,2018-09-10 15:10:52,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,32470,,1004,712,55,15,2018-09-10 15:11:36,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,32995,,1005,731,35,15,2018-09-10 15:12:06,29,Manjula
Updated,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,34520,,1005,731,35,15,2018-09-10 15:12:40,29,Manjula
Updated,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,34580,,1005,731,35,15,2018-09-10 15:13:05,29,Manjula
Updated,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,34430,,1005,731,35,15,2018-09-10 15:13:36,29,Manjula
Updated,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,34430,,1005,731,35,15,2018-09-10 15:32:00,29,Manjula
Created,167,PO/09/18/1454/0/00167,1454,0,2018-09-10 15:32,10250,,1006,297,10250,1,2018-09-10 15:33:17,29,Manjula
Created,167,PO/09/18/1454/0/00167,1454,0,2018-09-10 15:32,10250,,1006,297,10250,1,2018-09-10 15:33:28,29,Manjula
Updated,167,PO/09/18/1454/0/00167,1454,0,2018-09-10 15:32,30750,,1006,297,10250,3,2018-09-10 15:33:43,29,Manjula
Created,167,PO/09/18/1454/0/00167,1454,0,2018-09-10 15:32,30750,,1006,297,10250,3,2018-09-10 15:34:03,29,Manjula
Created,168,PO/09/18/1223/0/00168,1223,0,2018-09-11 09:08,350,,1007,639,350,1,2018-09-11 09:13:15,29,Manjula
Created,168,PO/09/18/1223/0/00168,1223,0,2018-09-11 09:08,350,,1007,639,350,1,2018-09-11 09:17:47,29,Manjula
Created,168,PO/09/18/1223/0/00168,1223,0,2018-09-11 09:08,350,,1007,639,350,1,2018-09-11 09:18:15,29,Manjula
Updated,168,PO/09/18/1223/0/00168,1223,0,2018-09-11 09:08,2100,,1007,639,350,6,2018-09-11 09:18:59,29,Manjula
Updated,168,PO/09/18/1223/0/00168,1223,0,2018-09-11 09:08,1880,,1007,639,470,4,2018-09-11 11:51:12,29,Manjula
Created,169,PO/09/18/1418/0/00169,1418,0,2018-09-11 12:10,690,,1008,658,690,1,2018-09-11 12:11:58,29,Manjula
Updated,169,PO/09/18/1418/0/00169,1418,0,2018-09-11 12:10,1380,,1008,658,690,2,2018-09-11 12:12:09,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,860,,1009,798,860,1,2018-09-11 12:37:32,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,977,,1010,797,117,1,2018-09-11 12:37:58,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,977,,,,,,2018-09-11 12:41:19,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,1257,,1011,994,280,1,2018-09-11 12:45:55,29,Manjula
Created,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,41480,,1012,639,470,15,2018-09-11 13:06:07,29,Manjula
Updated,166,PO/09/18/1223/0/00166,1223,0,2018-09-10 15:08,39130,,1012,639,470,10,2018-09-11 13:06:34,29,Manjula
Updated,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,1608,,1010,797,117,4,2018-09-11 14:38:48,29,Manjula
Updated,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,2076,,1010,797,117,8,2018-09-11 14:46:00,29,Manjula
Updated,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,4656,,1009,798,860,4,2018-09-11 14:46:33,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,4656,,,,,,2018-09-11 14:46:47,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,5381,,1013,995,145,5,2018-09-11 14:50:53,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,5381,,,,,,2018-09-11 15:11:40,29,Manjula
Created,170,PO/09/18/1416/0/00170,1416,0,2018-09-11 12:36,5381,,,,,,2018-09-11 15:12:05,29,Manjula
Created,171,PO/09/18/1418/0/00171,1418,0,2018-09-11 15:17,5520,,1014,240,690,8,2018-09-11 15:19:58,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,587762,,929,961,27584.2,20,2018-09-12 09:58:24,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,1012644.5,,930,962,42593.25,10,2018-09-12 09:59:23,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,1789572.5,,931,963,38942.4,20,2018-09-12 10:00:02,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,3003522.5,,932,965,12169.5,100,2018-09-12 10:00:47,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,4217472.5,12 169.50,933,966,12169.5,100,2018-09-12 10:01:29,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,4925610,14 197.75,934,967,14197.75,50,2018-09-12 10:02:59,29,Manjula
Created,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,4925610,,,,,,2018-09-12 10:03:08,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,5249330,,935,968,16226,20,2018-09-12 10:03:57,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,5702538,22 716.40,936,969,22716.4,20,2018-09-12 10:04:45,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,6082909,,937,970,38131.1,10,2018-09-12 10:05:54,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,6382350,,938,971,30018.1,10,2018-09-12 10:06:42,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,6649419,,939,972,53545.8,5,2018-09-12 10:07:58,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,6738442,,940,973,89243,1,2018-09-12 10:09:00,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,7151185,,941,974,41376.3,10,2018-09-12 10:09:44,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,7188412.8,,942,975,37319.8,1,2018-09-12 10:10:38,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,7251538.2,63 281.40,943,976,63281.4,1,2018-09-12 10:11:16,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,7550979.2,,944,977,30018.1,10,2018-09-12 10:13:12,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,9270741.7,,945,978,34480.25,50,2018-09-12 10:14:38,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,10399715.2,,946,979,37725.45,30,2018-09-12 10:16:39,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,11273759.2,,947,980,43810.2,20,2018-09-12 10:17:31,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,13669287.2,,948,981,60036.2,40,2018-09-12 10:18:23,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,14138681.2,47 055.40,949,982,47055.4,10,2018-09-12 10:20:15,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,14328866.7,,950,983,95327.75,2,2018-09-12 10:21:15,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,14844795.45,,951,984,103440.75,5,2018-09-12 10:22:07,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,15067352.95,,952,985,111553.75,2,2018-09-12 10:25:38,29,Manjula
Updated,142,PO/08/18/1765/0/00142,1765,0,2018-08-31 14:05,15186724.7,,953,986,119666.75,1,2018-09-12 10:26:45,29,Manjula
Posted,167,,,,,,,,,,,2018-09-12 10:59:43,13,Subash
